timestamp,station_id,temperature,humidity,pressure,wind_speed
2026-08-25 13:34:49.197501,AWS-01,28.74,60.78,1010.93,5.72
2026-08-25 13:35:49.197501,AWS-01,28.89,63.08,1012.47,4.89
2026-08-25 13:36:49.197501,AWS-01,29.67,59.67,1011.55,6.28
2026-08-25 13:37:49.197501,AWS-01,29.34,60.02,1012.17,5.58
2026-08-25 13:38:49.197501,AWS-01,28.31,62.05,1012.06,3.29
2026-08-25 13:39:49.197501,AWS-01,29.38,62.6,1013.08,6.58
2026-08-25 13:40:49.197501,AWS-01,29.04,60.29,1012.52,5.77
2026-08-25 13:41:49.197501,AWS-01,28.92,67.42,1012.57,6.7
2026-08-25 13:42:49.197501,AWS-01,29.59,62.56,1011.68,6.14
2026-08-25 13:43:49.197501,AWS-01,29.82,61.17,1011.51,5.12
2026-08-25 13:44:49.197501,AWS-01,29.79,58.66,1012.69,2.58
2026-08-25 13:45:49.197501,AWS-01,28.93,63.03,1012.06,3.38
2026-08-25 13:46:49.197501,AWS-01,29.22,62.36,1011.27,5.32
2026-08-25 13:47:49.197501,AWS-01,29.56,60.3,1014.14,5.95
2026-08-25 13:48:49.197501,AWS-01,29.9,61.5,1011.34,6.28
2026-08-25 13:49:49.197501,AWS-01,29.2,60.99,1012.5,6.3
2026-08-25 13:50:49.197501,AWS-01,29.37,60.6,1011.53,4.02
2026-08-25 13:51:49.197501,AWS-01,28.93,61.66,1010.74,6.38
2026-08-25 13:52:49.197501,AWS-01,28.91,62.54,1010.48,4.27
2026-08-25 13:53:49.197501,AWS-01,29.93,59.87,1012.44,6.16
2026-08-25 13:54:49.197501,AWS-01,30.22,60.79,1008.76,3.46
2026-08-25 13:55:49.197501,AWS-01,29.53,58.95,1013.63,2.85
2026-08-25 13:56:49.197501,AWS-01,30.09,60.96,1013.44,2.85
2026-08-25 13:57:49.197501,AWS-01,29.79,60.72,1011.02,5.69
2026-08-25 13:58:49.197501,AWS-01,29.31,59.75,1012.07,4.42
2026-08-25 13:59:49.197501,AWS-01,29.83,61.59,1013.59,3.14
2026-08-25 14:00:49.197501,AWS-01,30.44,57.61,1011.85,5.88
2026-08-25 14:01:49.197501,AWS-01,29.68,59.55,1011.79,4.26
2026-08-25 14:02:49.197501,AWS-01,30.5,61.7,1012.36,3.96
2026-08-25 14:03:49.197501,AWS-01,28.43,60.83,1012.81,5.94
2026-08-25 14:04:49.197501,AWS-01,30.17,59.48,1012.75,5.92
2026-08-25 14:05:49.197501,AWS-01,29.82,60.44,1013.28,4.11
2026-08-25 14:06:49.197501,AWS-01,29.65,59.91,1011.78,6.65
2026-08-25 14:07:49.197501,AWS-01,29.86,61.38,1013.31,5.03
2026-08-25 14:08:49.197501,AWS-01,28.84,59.64,1012.32,4.8
2026-08-25 14:09:49.197501,AWS-01,29.75,60.95,1011.18,8.14
2026-08-25 14:10:49.197501,AWS-01,30.05,58.18,1013.16,6.19
2026-08-25 14:11:49.197501,AWS-01,30.63,60.89,1011.99,3.65
2026-08-25 14:12:49.197501,AWS-01,29.65,58.88,1012.98,4.78
2026-08-25 14:13:49.197501,AWS-01,29.53,59.36,1012.41,4.15
2026-08-25 14:14:49.197501,AWS-01,29.7,60.16,1012.24,4.24
2026-08-25 14:15:49.197501,AWS-01,30.43,60.09,1010.55,2.89
2026-08-25 14:16:49.197501,AWS-01,30.15,59.37,1012.31,7.21
2026-08-25 14:17:49.197501,AWS-01,29.74,59.41,1011.98,3.5
2026-08-25 14:18:49.197501,AWS-01,30.28,59.16,1012.32,3.76
2026-08-25 14:19:49.197501,AWS-01,30.09,61.85,1011.89,5.6
2026-08-25 14:20:49.197501,AWS-01,30.55,58.9,1012.22,5.02
2026-08-25 14:21:49.197501,AWS-01,29.73,58.29,1012.02,5.75
2026-08-25 14:22:49.197501,AWS-01,29.94,60.84,1014.15,3.85
2026-08-25 14:23:49.197501,AWS-01,29.92,59.63,1014.19,3.79
2026-08-25 14:24:49.197501,AWS-01,29.4,58.41,1009.88,4.21
2026-08-25 14:25:49.197501,AWS-01,30.3,59.49,1012.34,7.81
2026-08-25 14:26:49.197501,AWS-01,30.3,58.35,1011.1,5.74
2026-08-25 14:27:49.197501,AWS-01,30.19,61.92,1013.18,4.3
2026-08-25 14:28:49.197501,AWS-01,30.09,61.15,1011.89,6.86
2026-08-25 14:29:49.197501,AWS-01,29.51,58.18,1012.01,5.07
2026-08-25 14:30:49.197501,AWS-01,30.03,59.97,1010.93,4.79
2026-08-25 14:31:49.197501,AWS-01,30.08,59.76,1012.71,3.31
2026-08-25 14:32:49.197501,AWS-01,29.87,60.86,1012.33,3.88
2026-08-25 14:33:49.197501,AWS-01,30.21,59.08,1013.18,5.1
2026-08-25 14:34:49.197501,AWS-01,30.5,61.49,1011.75,6.46
2026-08-25 14:35:49.197501,AWS-01,31.26,60.87,1011.04,6.03
2026-08-25 14:36:49.197501,AWS-01,30.42,56.14,1010.82,1.94
2026-08-25 14:37:49.197501,AWS-01,30.48,59.81,1013.5,5.11
2026-08-25 14:38:49.197501,AWS-01,30.33,56.62,1010.3,4.92
2026-08-25 14:39:49.197501,AWS-01,29.42,58.6,1009.93,4.87
2026-08-25 14:40:49.197501,AWS-01,30.38,59.62,1012.37,3.59
2026-08-25 14:41:49.197501,AWS-01,30.44,56.98,1011.94,6.43
2026-08-25 14:42:49.197501,AWS-01,31.66,59.29,1011.47,3.81
2026-08-25 14:43:49.197501,AWS-01,30.34,56.94,1011.45,3.2
2026-08-25 14:44:49.197501,AWS-01,30.61,58.51,1011.3,5.32
2026-08-25 14:45:49.197501,AWS-01,30.45,58.08,1012.61,6.14
2026-08-25 14:46:49.197501,AWS-01,29.9,57.51,1011.72,1.55
2026-08-25 14:47:49.197501,AWS-01,31.07,60.39,1013.64,4.63
2026-08-25 14:48:49.197501,AWS-01,30.89,58.77,1015.08,6.68
2026-08-25 14:49:49.197501,AWS-01,30.92,56.83,1010.39,5.31
2026-08-25 14:50:49.197501,AWS-01,30.08,56.1,1011.35,3.38
2026-08-25 14:51:49.197501,AWS-01,31.25,59.52,1011.99,7.22
2026-08-25 14:52:49.197501,AWS-01,29.86,56.87,1013.52,5.81
2026-08-25 14:53:49.197501,AWS-01,30.87,57.84,1011.12,2.93
2026-08-25 14:54:49.197501,AWS-01,31.68,60.96,1010.6,5.84
2026-08-25 14:55:49.197501,AWS-01,30.11,57.33,1011.41,3.7
2026-08-25 14:56:49.197501,AWS-01,30.33,56.78,1012.27,4.92
2026-08-25 14:57:49.197501,AWS-01,30.68,56.63,1011.42,6.13
2026-08-25 14:58:49.197501,AWS-01,30.39,56.5,1012.1,6.13
2026-08-25 14:59:49.197501,AWS-01,29.88,58.75,1011.34,5.86
2026-08-25 15:00:49.197501,AWS-01,30.7,55.19,1010.37,5.07
2026-08-25 15:01:49.197501,AWS-01,30.14,56.51,1012.64,2.51
2026-08-25 15:02:49.197501,AWS-01,30.92,56.02,1011.35,5.07
2026-08-25 15:03:49.197501,AWS-01,30.24,57.23,1013.01,4.13
2026-08-25 15:04:49.197501,AWS-01,31.48,56.09,1012.53,7.16
2026-08-25 15:05:49.197501,AWS-01,30.33,56.56,1012.58,4.7
2026-08-25 15:06:49.197501,AWS-01,30.57,56.82,1012.09,4.77
2026-08-25 15:07:49.197501,AWS-01,31.15,58.08,1012.34,4.38
2026-08-25 15:08:49.197501,AWS-01,30.13,57.02,1012.39,4.37
2026-08-25 15:09:49.197501,AWS-01,30.87,60.76,1012.87,4.51
2026-08-25 15:10:49.197501,AWS-01,31.42,57.01,1009.96,3.49
2026-08-25 15:11:49.197501,AWS-01,29.97,57.07,1012.02,7.51
2026-08-25 15:12:49.197501,AWS-01,30.88,57.24,1012.83,1.68
2026-08-25 15:13:49.197501,AWS-01,30.93,58.7,1010.52,6.72
2026-08-25 15:14:49.197501,AWS-01,31.2,56.9,1012.63,8.41
2026-08-25 15:15:49.197501,AWS-01,30.2,57.87,1011.54,3.73
2026-08-25 15:16:49.197501,AWS-01,30.16,56.19,1012.07,4.28
2026-08-25 15:17:49.197501,AWS-01,31.09,57.95,1013.04,4.23
2026-08-25 15:18:49.197501,AWS-01,30.99,55.96,1011.56,5.57
2026-08-25 15:19:49.197501,AWS-01,30.97,56.02,1012.87,7.03
2026-08-25 15:20:49.197501,AWS-01,31.03,60.2,1011.23,3.13
2026-08-25 15:21:49.197501,AWS-01,30.52,59.61,1012.65,4.92
2026-08-25 15:22:49.197501,AWS-01,30.99,55.66,1014.45,5.19
2026-08-25 15:23:49.197501,AWS-01,31.02,58.42,1012.48,5.34
2026-08-25 15:24:49.197501,AWS-01,30.53,58.02,1013.88,7.02
2026-08-25 15:25:49.197501,AWS-01,31.82,56.52,1011.01,4.81
2026-08-25 15:26:49.197501,AWS-01,31.13,58.92,1010.31,7.29
2026-08-25 15:27:49.197501,AWS-01,30.31,56.62,1010.99,2.52
2026-08-25 15:28:49.197501,AWS-01,31.24,57.35,1010.71,3.06
2026-08-25 15:29:49.197501,AWS-01,30.43,59.73,1011.74,2.75
2026-08-25 15:30:49.197501,AWS-01,31.32,56.8,1009.3,4.92
2026-08-25 15:31:49.197501,AWS-01,31.51,58.24,1013.85,6.69
2026-08-25 15:32:49.197501,AWS-01,30.52,55.52,1014.57,5.09
2026-08-25 15:33:49.197501,AWS-01,31.42,57.13,1012.2,4.78
2026-08-25 15:34:49.197501,AWS-01,31.15,56.33,1011.97,4.18
2026-08-25 15:35:49.197501,AWS-01,31.36,57.3,1011.75,7.26
2026-08-25 15:36:49.197501,AWS-01,31.9,58.77,1013.25,1.89
2026-08-25 15:37:49.197501,AWS-01,30.83,56.56,1010.59,3.83
2026-08-25 15:38:49.197501,AWS-01,30.58,59.73,1012.94,6.91
2026-08-25 15:39:49.197501,AWS-01,30.52,55.4,1011.48,5.73
2026-08-25 15:40:49.197501,AWS-01,30.56,58.15,1011.76,4.44
2026-08-25 15:41:49.197501,AWS-01,30.93,57.74,1011.64,6.74
2026-08-25 15:42:49.197501,AWS-01,31.15,57.99,1012.59,4.54
2026-08-25 15:43:49.197501,AWS-01,31.12,55.18,1012.92,4.72
2026-08-25 15:44:49.197501,AWS-01,31.39,58.62,1011.3,2.89
2026-08-25 15:45:49.197501,AWS-01,30.99,57.95,1010.72,7.63
2026-08-25 15:46:49.197501,AWS-01,31.71,59.58,1012.21,4.85
2026-08-25 15:47:49.197501,AWS-01,30.86,57.63,1011.96,6.65
2026-08-25 15:48:49.197501,AWS-01,32.35,57.25,1011.64,4.91
2026-08-25 15:49:49.197501,AWS-01,31.31,54.45,1010.65,6.11
2026-08-25 15:50:49.197501,AWS-01,30.57,56.74,1012.02,5.52
2026-08-25 15:51:49.197501,AWS-01,30.46,55.84,1012.2,3.53
2026-08-25 15:52:49.197501,AWS-01,31.24,54.45,1013.03,5.71
2026-08-25 15:53:49.197501,AWS-01,30.89,58.48,1013.67,6.52
2026-08-25 15:54:49.197501,AWS-01,31.36,55.08,1011.38,5.04
2026-08-25 15:55:49.197501,AWS-01,31.24,55.91,1012.19,3.87
2026-08-25 15:56:49.197501,AWS-01,30.96,54.89,1011.08,2.97
2026-08-25 15:57:49.197501,AWS-01,30.58,58.58,1011.05,8.95
2026-08-25 15:58:49.197501,AWS-01,30.24,57.28,1011.14,6.05
2026-08-25 15:59:49.197501,AWS-01,30.78,57.18,1014.56,4.86
2026-08-25 16:00:49.197501,AWS-01,31.43,55.95,1011.97,7.66
2026-08-25 16:01:49.197501,AWS-01,31.11,59.72,1012.71,4.16
2026-08-25 16:02:49.197501,AWS-01,30.38,58.46,1012.62,2.64
2026-08-25 16:03:49.197501,AWS-01,31.08,56.64,1011.93,5.93
2026-08-25 16:04:49.197501,AWS-01,31.19,55.01,1012.38,5.92
2026-08-25 16:05:49.197501,AWS-01,30.55,58.64,1012.83,5.69
2026-08-25 16:06:49.197501,AWS-01,31.07,54.53,1012.43,5.31
2026-08-25 16:07:49.197501,AWS-01,31.02,55.11,1010.92,6.58
2026-08-25 16:08:49.197501,AWS-01,30.42,58.05,1012.03,5.04
2026-08-25 16:09:49.197501,AWS-01,31.17,56.26,1012.1,4.31
2026-08-25 16:10:49.197501,AWS-01,31.26,56.58,1012.22,4.28
2026-08-25 16:11:49.197501,AWS-01,31.52,55.71,1011.81,4.34
2026-08-25 16:12:49.197501,AWS-01,31.51,57.35,1013.03,2.77
2026-08-25 16:13:49.197501,AWS-01,30.29,58.4,1012.08,6.6
2026-08-25 16:14:49.197501,AWS-01,30.5,59.19,1014.3,4.46
2026-08-25 16:15:49.197501,AWS-01,31.23,59.27,1013.58,4.22
2026-08-25 16:16:49.197501,AWS-01,31.22,56.67,1010.66,3.62
2026-08-25 16:17:49.197501,AWS-01,31.22,55.95,1011.97,5.35
2026-08-25 16:18:49.197501,AWS-01,32.88,55.62,1012.98,4.68
2026-08-25 16:19:49.197501,AWS-01,31.24,58.14,1010.88,5.57
2026-08-25 16:20:49.197501,AWS-01,31.52,57.88,1012.29,8.68
2026-08-25 16:21:49.197501,AWS-01,31.42,56.36,1011.38,4.17
2026-08-25 16:22:49.197501,AWS-01,31.26,58.95,1013.42,4.14
2026-08-25 16:23:49.197501,AWS-01,30.77,57.89,1011.45,5.95
2026-08-25 16:24:49.197501,AWS-01,31.31,54.92,1013.55,7.69
2026-08-25 16:25:49.197501,AWS-01,30.54,56.63,1012.29,5.5
2026-08-25 16:26:49.197501,AWS-01,30.8,60.24,1011.82,3.8
2026-08-25 16:27:49.197501,AWS-01,30.67,56.14,1011.97,7.69
2026-08-25 16:28:49.197501,AWS-01,30.94,57.59,1011.98,6.78
2026-08-25 16:29:49.197501,AWS-01,32.05,56.48,1011.51,6.57
2026-08-25 16:30:49.197501,AWS-01,29.96,60.06,1012.58,4.46
2026-08-25 16:31:49.197501,AWS-01,31.23,58.97,1012.82,5.76
2026-08-25 16:32:49.197501,AWS-01,30.07,59.08,1013.38,5.97
2026-08-25 16:33:49.197501,AWS-01,30.63,57.57,1013.21,3.77
2026-08-25 16:34:49.197501,AWS-01,31.41,56.78,1012.03,6.92
2026-08-25 16:35:49.197501,AWS-01,30.89,57.46,1010.64,6.12
2026-08-25 16:36:49.197501,AWS-01,30.31,60.65,1011.69,5.33
2026-08-25 16:37:49.197501,AWS-01,30.48,59.8,1011.9,5.42
2026-08-25 16:38:49.197501,AWS-01,31.17,57.73,1011.55,5.29
2026-08-25 16:39:49.197501,AWS-01,30.46,55.93,1012.13,3.95
2026-08-25 16:40:49.197501,AWS-01,30.92,55.21,1011.44,5.57
2026-08-25 16:41:49.197501,AWS-01,30.83,57.42,1011.44,7.82
2026-08-25 16:42:49.197501,AWS-01,30.47,54.25,1012.44,4.25
2026-08-25 16:43:49.197501,AWS-01,31.86,58.63,1012.24,4.15
2026-08-25 16:44:49.197501,AWS-01,31.09,58.9,1012.65,4.85
2026-08-25 16:45:49.197501,AWS-01,29.76,56.01,1010.47,3.96
2026-08-25 16:46:49.197501,AWS-01,30.85,58.01,1011.76,5.53
2026-08-25 16:47:49.197501,AWS-01,30.42,59.84,1011.92,6.68
2026-08-25 16:48:49.197501,AWS-01,31.16,58.38,1012.57,5.67
2026-08-25 16:49:49.197501,AWS-01,30.33,59.72,1012.2,6.06
2026-08-25 16:50:49.197501,AWS-01,30.66,59.91,1011.32,7.7
2026-08-25 16:51:49.197501,AWS-01,30.96,55.64,1012.13,3.98
2026-08-25 16:52:49.197501,AWS-01,31.13,56.83,1011.55,2.17
2026-08-25 16:53:49.197501,AWS-01,30.08,54.2,1010.42,6.14
2026-08-25 16:54:49.197501,AWS-01,30.51,58.51,1011.03,4.93
2026-08-25 16:55:49.197501,AWS-01,30.42,56.16,1013.5,6.32
2026-08-25 16:56:49.197501,AWS-01,30.32,57.97,1012.21,1.94
2026-08-25 16:57:49.197501,AWS-01,31.52,56.94,1011.0,4.58
2026-08-25 16:58:49.197501,AWS-01,30.83,58.96,1011.43,5.86
2026-08-25 16:59:49.197501,AWS-01,29.98,59.41,1012.06,4.03
2026-08-25 17:00:49.197501,AWS-01,31.06,58.65,1012.9,5.95
2026-08-25 17:01:49.197501,AWS-01,31.65,57.29,1013.32,5.3
2026-08-25 17:02:49.197501,AWS-01,31.09,57.09,1013.74,5.3
2026-08-25 17:03:49.197501,AWS-01,29.8,57.44,1011.68,5.64
2026-08-25 17:04:49.197501,AWS-01,30.31,57.34,1011.98,8.21
2026-08-25 17:05:49.197501,AWS-01,31.17,58.89,1012.04,5.18
2026-08-25 17:06:49.197501,AWS-01,30.17,56.73,1011.74,2.5
2026-08-25 17:07:49.197501,AWS-01,30.73,59.28,1011.52,7.36
2026-08-25 17:08:49.197501,AWS-01,30.88,56.14,1012.22,6.57
2026-08-25 17:09:49.197501,AWS-01,30.02,57.69,1013.08,4.94
2026-08-25 17:10:49.197501,AWS-01,30.44,59.74,1012.65,2.64
2026-08-25 17:11:49.197501,AWS-01,28.83,60.52,1011.37,5.59
2026-08-25 17:12:49.197501,AWS-01,29.93,58.88,1011.45,3.99
2026-08-25 17:13:49.197501,AWS-01,30.3,60.29,1012.54,4.44
2026-08-25 17:14:49.197501,AWS-01,29.79,54.3,1013.15,2.39
2026-08-25 17:15:49.197501,AWS-01,31.21,56.93,1010.71,6.74
2026-08-25 17:16:49.197501,AWS-01,29.67,59.17,1011.95,5.72
2026-08-25 17:17:49.197501,AWS-01,30.15,56.77,1013.0,4.26
2026-08-25 17:18:49.197501,AWS-01,30.42,58.09,1013.5,6.28
2026-08-25 17:19:49.197501,AWS-01,31.05,58.25,1011.68,8.12
2026-08-25 17:20:49.197501,AWS-01,29.6,59.46,1013.03,5.36
2026-08-25 17:21:49.197501,AWS-01,30.88,58.57,1011.93,4.94
2026-08-25 17:22:49.197501,AWS-01,30.29,58.98,1012.73,4.88
2026-08-25 17:23:49.197501,AWS-01,29.78,55.95,1012.92,5.52
2026-08-25 17:24:49.197501,AWS-01,30.48,54.65,1014.09,4.79
2026-08-25 17:25:49.197501,AWS-01,30.34,57.47,1012.61,3.42
2026-08-25 17:26:49.197501,AWS-01,29.92,61.95,1011.81,5.33
2026-08-25 17:27:49.197501,AWS-01,30.24,59.87,1012.15,5.55
2026-08-25 17:28:49.197501,AWS-01,29.99,59.08,1012.2,6.58
2026-08-25 17:29:49.197501,AWS-01,30.23,61.0,1012.64,3.29
2026-08-25 17:30:49.197501,AWS-01,30.48,57.54,1012.3,3.87
2026-08-25 17:31:49.197501,AWS-01,30.93,59.8,1012.32,5.63
2026-08-25 17:32:49.197501,AWS-01,29.5,60.04,1011.76,6.45
2026-08-25 17:33:49.197501,AWS-01,31.17,57.56,1012.6,6.05
2026-08-25 17:34:49.197501,AWS-01,29.11,61.51,1011.85,5.19
2026-08-25 17:35:49.197501,AWS-01,29.99,59.52,1010.9,2.84
2026-08-25 17:36:49.197501,AWS-01,30.34,58.28,1011.01,1.77
2026-08-25 17:37:49.197501,AWS-01,30.17,57.61,1013.64,6.51
2026-08-25 17:38:49.197501,AWS-01,29.7,63.02,1012.98,4.51
2026-08-25 17:39:49.197501,AWS-01,29.89,63.13,1010.61,2.53
2026-08-25 17:40:49.197501,AWS-01,29.72,63.41,1013.38,5.85
2026-08-25 17:41:49.197501,AWS-01,29.66,61.08,1012.76,5.42
2026-08-25 17:42:49.197501,AWS-01,30.36,59.75,1011.25,4.58
2026-08-25 17:43:49.197501,AWS-01,30.09,59.75,1011.01,3.34
2026-08-25 17:44:49.197501,AWS-01,29.55,62.04,1012.92,2.64
2026-08-25 17:45:49.197501,AWS-01,30.32,61.41,1011.02,4.66
2026-08-25 17:46:49.197501,AWS-01,30.01,58.6,1012.11,3.0
2026-08-25 17:47:49.197501,AWS-01,30.24,60.59,1010.41,5.66
2026-08-25 17:48:49.197501,AWS-01,30.13,60.99,1012.22,7.05
2026-08-25 17:49:49.197501,AWS-01,29.38,59.57,1012.12,5.81
2026-08-25 17:50:49.197501,AWS-01,29.5,60.33,1011.3,4.01
2026-08-25 17:51:49.197501,AWS-01,30.13,62.94,1010.76,3.96
2026-08-25 17:52:49.197501,AWS-01,30.04,61.72,1011.71,6.87
2026-08-25 17:53:49.197501,AWS-01,29.7,60.85,1011.16,8.22
2026-08-25 17:54:49.197501,AWS-01,29.75,60.95,1012.63,5.62
2026-08-25 17:55:49.197501,AWS-01,30.31,60.34,1012.04,4.78
2026-08-25 17:56:49.197501,AWS-01,29.36,63.91,1011.44,2.95
2026-08-25 17:57:49.197501,AWS-01,29.9,64.52,1011.2,7.46
2026-08-25 17:58:49.197501,AWS-01,29.51,59.88,1012.57,7.44
2026-08-25 17:59:49.197501,AWS-01,29.48,60.46,1011.42,3.48
2026-08-25 18:00:49.197501,AWS-01,30.12,58.98,1012.03,3.85
2026-08-25 18:01:49.197501,AWS-01,29.96,58.54,1012.33,6.25
2026-08-25 18:02:49.197501,AWS-01,29.93,61.49,1013.23,3.19
2026-08-25 18:03:49.197501,AWS-01,30.16,61.62,1011.29,4.92
2026-08-25 18:04:49.197501,AWS-01,29.49,61.16,1012.54,3.62
2026-08-25 18:05:49.197501,AWS-01,29.8,58.99,1011.89,3.64
2026-08-25 18:06:49.197501,AWS-01,29.28,63.02,1013.09,5.91
2026-08-25 18:07:49.197501,AWS-01,29.58,60.75,1013.21,5.21
2026-08-25 18:08:49.197501,AWS-01,29.33,61.87,1012.19,4.54
2026-08-25 18:09:49.197501,AWS-01,29.42,61.11,1012.71,6.44
2026-08-25 18:10:49.197501,AWS-01,29.65,59.4,1010.16,5.76
2026-08-25 18:11:49.197501,AWS-01,28.92,58.23,1012.39,8.74
2026-08-25 18:12:49.197501,AWS-01,30.35,62.78,1012.08,4.85
2026-08-25 18:13:49.197501,AWS-01,28.78,61.15,1012.27,5.48
2026-08-25 18:14:49.197501,AWS-01,28.65,63.13,1011.83,3.87
2026-08-25 18:15:49.197501,AWS-01,29.82,60.35,1012.03,4.99
2026-08-25 18:16:49.197501,AWS-01,29.61,62.47,1011.97,6.23
2026-08-25 18:17:49.197501,AWS-01,29.5,62.66,1012.01,3.03
2026-08-25 18:18:49.197501,AWS-01,29.48,61.43,1011.39,4.72
2026-08-25 18:19:49.197501,AWS-01,29.14,62.74,1011.93,5.73
2026-08-25 18:20:49.197501,AWS-01,28.67,59.05,1011.06,4.78
2026-08-25 18:21:49.197501,AWS-01,29.14,62.97,1013.53,6.83
2026-08-25 18:22:49.197501,AWS-01,28.74,64.37,1012.15,4.49
2026-08-25 18:23:49.197501,AWS-01,29.54,61.74,1011.61,5.26
2026-08-25 18:24:49.197501,AWS-01,28.95,62.26,1012.44,6.79
2026-08-25 18:25:49.197501,AWS-01,28.59,60.09,1009.45,6.4
2026-08-25 18:26:49.197501,AWS-01,28.82,62.05,1010.83,2.3
2026-08-25 18:27:49.197501,AWS-01,29.16,63.58,1011.42,1.11
2026-08-25 18:28:49.197501,AWS-01,28.65,63.1,1010.52,5.28
2026-08-25 18:29:49.197501,AWS-01,28.5,63.44,1012.12,3.54
2026-08-25 18:30:49.197501,AWS-01,29.01,62.4,1011.97,3.6
2026-08-25 18:31:49.197501,AWS-01,28.98,61.37,1011.83,7.57
2026-08-25 18:32:49.197501,AWS-01,28.58,60.34,1013.47,4.69
2026-08-25 18:33:49.197501,AWS-01,28.58,64.39,1011.39,7.74
2026-08-25 18:34:49.197501,AWS-01,28.91,62.16,1014.16,4.09
2026-08-25 18:35:49.197501,AWS-01,28.04,63.41,1013.3,7.34
2026-08-25 18:36:49.197501,AWS-01,28.04,61.89,1012.46,3.98
2026-08-25 18:37:49.197501,AWS-01,28.36,63.29,1011.63,5.28
2026-08-25 18:38:49.197501,AWS-01,28.59,61.69,1013.2,4.01
2026-08-25 18:39:49.197501,AWS-01,28.82,64.02,1013.19,6.08
2026-08-25 18:40:49.197501,AWS-01,29.38,62.15,1010.58,7.25
2026-08-25 18:41:49.197501,AWS-01,29.05,62.97,1013.33,5.83
2026-08-25 18:42:49.197501,AWS-01,28.52,66.66,1011.36,6.39
2026-08-25 18:43:49.197501,AWS-01,28.56,63.88,1013.53,5.76
2026-08-25 18:44:49.197501,AWS-01,28.05,65.15,1011.64,3.74
2026-08-25 18:45:49.197501,AWS-01,28.51,60.66,1014.06,3.35
